pair_choice,span,minimum_adjacent_separation,relative_eigenvalue_threshold,pair_weight_in_triple_space,pair_norm_squared,minimum_gram_eigenvalue,maximum_gram_eigenvalue,retained_rank,retained_condition_number,discarded_overlap_norm_squared
same_outer_tensors,100,40,1.0e-8,7.099193226503106e-7,1.00000000017023,0.9997801213543545,1.0014237768496241,21,1.0016440169794965,0.0
same_outer_tensors,100,50,1.0e-12,4.811284971189015e-9,1.00000000017023,1.000084335990852,1.000084335990852,1,1.0,0.0
same_outer_tensors,100,50,1.0e-10,4.811284971189015e-9,1.00000000017023,1.000084335990852,1.000084335990852,1,1.0,0.0
same_outer_tensors,100,50,1.0e-8,4.811284971189015e-9,1.00000000017023,1.000084335990852,1.000084335990852,1,1.0,0.0
same_outer_tensors,120,20,1.0e-12,0.0034895462327038758,1.0000000000102356,0.9756894811279996,1.0954302444734616,81,1.1227242536293711,0.0
same_outer_tensors,120,20,1.0e-10,0.0034895462327038758,1.0000000000102356,0.9756894811279996,1.0954302444734616,81,1.1227242536293711,0.0
same_outer_tensors,120,20,1.0e-8,0.0034895462327038758,1.0000000000102356,0.9756894811279996,1.0954302444734616,81,1.1227242536293711,0.0
same_outer_tensors,120,30,1.0e-12,4.679812936757601e-5,1.0000000000102356,0.9970816011974298,1.0097510985304379,61,1.0127065802014528,0.0
same_outer_tensors,120,30,1.0e-10,4.679812936757601e-5,1.0000000000102356,0.9970816011974298,1.0097510985304379,61,1.0127065802014528,0.0
same_outer_tensors,120,30,1.0e-8,4.679812936757601e-5,1.0000000000102356,0.9970816011974298,1.0097510985304379,61,1.0127065802014528,0.0
same_outer_tensors,120,40,1.0e-12,7.103619075723479e-7,1.0000000000102356,0.9997743678360868,1.001432919141648,41,1.001658925612537,0.0
same_outer_tensors,120,40,1.0e-10,7.103619075723479e-7,1.0000000000102356,0.9997743678360868,1.001432919141648,41,1.001658925612537,0.0
same_outer_tensors,120,40,1.0e-8,7.103619075723479e-7,1.0000000000102356,0.9997743678360868,1.001432919141648,41,1.001658925612537,0.0
same_outer_tensors,120,50,1.0e-12,1.636222166959112e-8,1.0000000000102356,0.9999833543305705,1.000271397225141,21,1.000288047689317,0.0
same_outer_tensors,120,50,1.0e-10,1.636222166959112e-8,1.0000000000102356,0.9999833543305705,1.000271397225141,21,1.000288047689317,0.0
same_outer_tensors,120,50,1.0e-8,1.636222166959112e-8,1.0000000000102356,0.9999833543305705,1.000271397225141,21,1.000288047689317,0.0
same_outer_tensors,145,20,1.0e-12,0.0034895462217566973,1.0000000000002474,0.9756894591381092,1.0954302298362868,106,1.122724263931223,0.0
same_outer_tensors,145,20,1.0e-10,0.0034895462217566973,1.0000000000002474,0.9756894591381092,1.0954302298362868,106,1.122724263931223,0.0
same_outer_tensors,145,20,1.0e-8,0.0034895462217566973,1.0000000000002474,0.9756894591381092,1.0954302298362868,106,1.122724263931223,0.0
same_outer_tensors,145,30,1.0e-12,4.67981287212905e-5,1.0000000000002474,0.9970815225841383,1.0097510318093383,86,1.0127065931302832,0.0
same_outer_tensors,145,30,1.0e-10,4.67981287212905e-5,1.0000000000002474,0.9970815225841383,1.0097510318093383,86,1.0127065931302832,0.0
same_outer_tensors,145,30,1.0e-8,4.67981287212905e-5,1.0000000000002474,0.9970815225841383,1.0097510318093383,86,1.0127065931302832,0.0
same_outer_tensors,145,40,1.0e-12,7.103629632661838e-7,1.0000000000002474,0.9997741007431128,1.0014326920606593,66,1.0016589660767505,0.0
same_outer_tensors,145,40,1.0e-10,7.103629632661838e-7,1.0000000000002474,0.9997741007431128,1.0014326920606593,66,1.0016589660767505,0.0
same_outer_tensors,145,40,1.0e-8,7.103629632661838e-7,1.0000000000002474,0.9997741007431128,1.0014326920606593,66,1.0016589660767505,0.0
same_outer_tensors,145,50,1.0e-12,1.6383910928791046e-8,1.0000000000002474,0.9999824387458798,1.000272590700158,46,1.0002901570498,0.0
same_outer_tensors,145,50,1.0e-10,1.6383910928791046e-8,1.0000000000002474,0.9999824387458798,1.000272590700158,46,1.0002901570498,0.0
