time,left_bond,middle_bond,right_bond,mean_y,triple,connected_triple,vacuum_triple
80,80,122,225,0.00163188641906047,9.966757563144348e-7,9.301748333049171e-9,-4.705886675547646e-18
80,80,124,225,0.0015997112647356758,9.922497713575265e-7,9.81223544803248e-9,-4.7092420820036756e-18
80,80,126,225,0.0015562882339979277,9.69473979756037e-7,4.373127908156902e-9,-4.71182974852899e-18
80,80,128,225,0.0015280611546007168,9.471723857465924e-7,1.1335859745494404e-8,-4.713795801748654e-18
80,80,130,225,0.0014795230226561332,9.308194222315453e-7,1.073273479404861e-8,-4.715272874904038e-18
80,80,132,225,0.001454793268593981,9.354806806629059e-7,1.546111760337162e-8,-4.716372676151919e-18
80,80,134,225,0.001427815532830326,9.108909813384766e-7,1.2398392272463575e-8,-4.717184851191196e-18
80,80,136,225,0.0013901686198817924,8.820620827635504e-7,-1.8340064047344018e-9,-4.717781038386489e-18
80,80,138,225,0.001356484505281537,8.545780346902905e-7,3.048062688405992e-9,-4.7182150965662195e-18
80,80,140,225,0.0013388598611058778,8.620775501868993e-7,5.871084754421277e-9,-4.718529058460668e-18
80,80,142,225,0.0013438340680996571,8.633389193499332e-7,4.3152044993773745e-9,-4.7187542737305225e-18
80,80,144,225,0.001321411846429757,8.570993571474523e-7,1.2935079010947687e-8,-4.7189135867777694e-18
80,80,146,225,0.0013438418603834818,8.663674721561212e-7,2.7966967564695387e-9,-4.719023436201568e-18
80,80,148,225,0.0013289650207551835,8.458585103207038e-7,8.12530007567377e-9,-4.719095973236591e-18
80,80,150,225,0.0013190783317042643,8.556345568388558e-7,1.3848453151085354e-8,-4.719138541130316e-18
80,80,152,225,0.0013327268235396122,8.584723916650942e-7,3.4849317085753756e-9,-4.71915603248638e-18
80,80,154,225,0.0012953674945195952,8.020686762728738e-7,5.413554545458323e-9,-4.719150246462977e-18
80,80,156,225,0.0013281942533113474,8.614343040525509e-7,1.4361553098709831e-8,-4.719120602862456e-18
80,80,158,225,0.0013203555379448907,8.665412578298954e-7,1.1078023624327649e-8,-4.7190638335539555e-18
80,80,160,225,0.0013358527159373211,8.784284598093621e-7,1.0450300515355883e-8,-4.718973807384325e-18
80,80,162,225,0.0013532994663885333,8.591763921488673e-7,9.470128840587588e-9,-4.718840884195531e-18
80,80,164,225,0.00133489511384451,8.463140892638559e-7,1.0008486992660763e-8,-4.718651051243212e-18
80,80,166,225,0.0013735661375872724,8.812166914919055e-7,1.3496618760049197e-8,-4.718384710142626e-18
80,80,168,225,0.0014030483934735802,8.916633419068258e-7,1.000128857502348e-8,-4.7180150521438756e-18
80,80,170,225,0.0014108489213079064,8.94812931111203e-7,1.1304869628851218e-8,-4.7175059744533096e-18
80,80,172,225,0.001401579535245543,8.830818640225311e-7,1.2444439097549006e-8,-4.716809598149124e-18
80,80,174,225,0.00146833653592444,9.105593200731725e-7,5.3365682666780115e-9,-4.715863380167756e-18
80,80,176,225,0.0014969630208672528,9.115902175125615e-7,4.744894123002041e-9,-4.714587092989176e-18
80,80,178,225,0.0015537779413683282,9.684288436339729e-7,1.021609114966686e-8,-4.712880247882512e-18
80,80,180,225,0.0015945959195040865,9.641291102807372e-7,4.463541734148346e-9,-4.710621016533167e-18
80,80,182,225,0.0016377233100113343,1.0057374706332096e-6,7.088145264023121e-9,-4.7076687360046864e-18
80,80,184,225,0.0017282624762521082,1.0474524946846501e-6,3.5829910631120876e-9,-4.703873661690752e-18
80,80,186,225,0.0017646642669610153,1.044039354719783e-6,3.0515139301436083e-9,-4.699100336122196e-18
80,80,188,225,0.0018511260883347087,1.0726378824040621e-6,-4.3683517155310615e-9,-4.6932753238714524e-18
80,80,190,225,0.001960212255188991,1.1283693985790288e-6,2.8827631898067963e-9,-4.686477138804169e-18
80,80,192,225,0.0020596614122142254,1.1647354985650456e-6,8.074591905892654e-9,-4.679097329696441e-18
80,80,194,225,0.002308911319577233,1.28157195034815e-6,1.2791124236930043e-8,-4.672118830812036e-18
80,80,196,225,0.0025957545446626154,1.3050489422821495e-6,7.63267007928511e-9,-4.667582848737436e-18
80,80,198,225,0.0029635564326023537,1.2745971028027902e-6,8.805996876330935e-10,-4.669349405421984e-18
80,80,200,225,0.003601698585224384,1.3212363847282645e-6,-2.086710237097965e-8,-4.684292490468299e-18
80,80,202,225,0.004363529819461383,1.3192352078530366e-6,-5.391415833180433e-8,-4.724075811365593e-18
80,80,204,225,0.005507641546151843,1.4170757047596627e-6,-9.558026526577381e-8,-4.807512413234186e-18
